filename_index,priority,reason,label,region,fields_to_buy,estimated_credits,n_fields
fungi_train002187.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train002530.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train002671.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train002763.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train002820.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train003186.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train003478.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004077.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004093.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004131.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004321.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004453.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004683.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004693.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train004851.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train005314.jpg,1,rare_class_diverse_regions,113.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train006235.jpg,1,rare_class_diverse_regions,131.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train006299.jpg,1,rare_class_diverse_regions,68.0,UNK,"['Habitat', 'Latitude', 'Longitude', 'Substrate', 'eventDate']",8,5
fungi_train001674.jpg,1,rare_class_diverse_regions,54.0,556_103,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train001841.jpg,1,rare_class_diverse_regions,25.0,550_123,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002132.jpg,1,rare_class_diverse_regions,126.0,558_83,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002233.jpg,1,rare_class_diverse_regions,46.0,553_118,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002247.jpg,1,rare_class_diverse_regions,40.0,560_95,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002248.jpg,1,rare_class_diverse_regions,119.0,566_98,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002269.jpg,1,rare_class_diverse_regions,25.0,560_126,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002296.jpg,1,rare_class_diverse_regions,35.0,567_103,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002324.jpg,1,rare_class_diverse_regions,35.0,551_102,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002488.jpg,1,rare_class_diverse_regions,25.0,566_98,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002505.jpg,1,rare_class_diverse_regions,42.0,552_121,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002578.jpg,1,rare_class_diverse_regions,78.0,561_95,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002593.jpg,1,rare_class_diverse_regions,107.0,562_96,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002597.jpg,1,rare_class_diverse_regions,46.0,559_102,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002611.jpg,1,rare_class_diverse_regions,32.0,560_121,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002655.jpg,1,rare_class_diverse_regions,65.0,564_93,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002663.jpg,1,rare_class_diverse_regions,105.0,568_99,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002672.jpg,1,rare_class_diverse_regions,18.0,558_126,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002875.jpg,1,rare_class_diverse_regions,25.0,548_108,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002898.jpg,1,rare_class_diverse_regions,65.0,557_83,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002935.jpg,1,rare_class_diverse_regions,19.0,552_118,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002941.jpg,1,rare_class_diverse_regions,65.0,553_89,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002943.jpg,1,rare_class_diverse_regions,42.0,557_123,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train002964.jpg,1,rare_class_diverse_regions,42.0,568_98,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003011.jpg,1,rare_class_diverse_regions,46.0,561_102,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003107.jpg,1,rare_class_diverse_regions,156.0,558_126,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003121.jpg,1,rare_class_diverse_regions,46.0,553_108,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003325.jpg,1,rare_class_diverse_regions,35.0,550_105,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003367.jpg,1,rare_class_diverse_regions,77.0,551_103,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003408.jpg,1,rare_class_diverse_regions,106.0,560_124,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003548.jpg,1,rare_class_diverse_regions,40.0,556_119,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003571.jpg,1,rare_class_diverse_regions,156.0,561_100,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003603.jpg,1,rare_class_diverse_regions,46.0,571_93,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003629.jpg,1,rare_class_diverse_regions,57.0,560_123,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003641.jpg,1,rare_class_diverse_regions,141.0,561_101,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003670.jpg,1,rare_class_diverse_regions,74.0,563_106,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003733.jpg,1,rare_class_diverse_regions,119.0,573_110,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003755.jpg,1,rare_class_diverse_regions,154.0,547_115,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003789.jpg,1,rare_class_diverse_regions,44.0,562_95,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003806.jpg,1,rare_class_diverse_regions,61.0,559_120,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003836.jpg,1,rare_class_diverse_regions,116.0,557_96,"['Habitat', 'Substrate', 'eventDate']",6,3
fungi_train003883.jpg,1,rare_class_diverse_regions,94.0,566_98,"['Habitat', 'Substrate', 'eventDate']",6,3
