filename_index,Habitat,Latitude,Longitude,Substrate,eventDate,taxonID_index
fungi_final000000.jpg,Mixed woodland (with coniferous and deciduous trees),54.994548,11.958746,soil,2018-09-01,
fungi_final000001.jpg,Unmanaged deciduous woodland,54.67314,11.46406,soil,2013-07-14,
fungi_final000002.jpg,Forest bog,56.12362,9.49204,leaf or needle litter,2011-05-29,
fungi_final000003.jpg,coniferous woodland/plantation,55.69515,12.3386,soil,2013-11-06,
fungi_final000004.jpg,Deciduous woodland,56.14894399999999,9.961819,soil,2020-10-12,
fungi_final000005.jpg,natural grassland,54.81922700000001,9.262423,wood chips or mulch,2019-09-20,
fungi_final000006.jpg,coniferous woodland/plantation,55.952337,12.301024,soil,2020-10-03,
fungi_final000007.jpg,Mixed woodland (with coniferous and deciduous trees),56.999194,9.467314,dead wood (including bark),2018-08-19,
fungi_final000008.jpg,lawn,55.87868,10.17926,soil,2009-07-20,
fungi_final000009.jpg,Deciduous woodland,55.957946,11.92499,dead wood (including bark),2020-05-04,
fungi_final000010.jpg,Deciduous woodland,55.81995799999999,12.455383,soil,2018-09-10,
fungi_final000011.jpg,Deciduous woodland,55.462604000000006,9.263809,soil,2020-10-17,
fungi_final000012.jpg,Deciduous woodland,55.583633,12.577217,leaf or needle litter,2019-10-22,
fungi_final000013.jpg,Unmanaged coniferous woodland,56.166122,9.620356,soil,2020-06-22,
fungi_final000014.jpg,Unmanaged deciduous woodland,56.376381,9.36254,dead wood (including bark),2016-10-24,
fungi_final000015.jpg,Mixed woodland (with coniferous and deciduous trees),56.241609,10.277566,soil,2018-09-15,
fungi_final000016.jpg,Deciduous woodland,55.488726,8.420547000000001,soil,2019-09-13,
fungi_final000017.jpg,lawn,55.82059200000001,12.076083,soil,2018-09-01,
fungi_final000018.jpg,garden,55.99507,11.92068,soil,2010-06-13,
fungi_final000019.jpg,Deciduous woodland,56.068634,10.256699,soil,2018-09-17,
fungi_final000020.jpg,Mixed woodland (with coniferous and deciduous trees),55.046737,10.569567,soil,2020-09-07,
fungi_final000021.jpg,Unmanaged coniferous woodland,57.123569,9.243468,soil,2019-07-22,
fungi_final000022.jpg,"wooded meadow, grazing forest",55.89255,10.06572,soil,2012-10-31,
fungi_final000023.jpg,Deciduous woodland,56.017222,12.304283,soil,2017-09-10,
fungi_final000024.jpg,Deciduous woodland,56.068526,12.264197,soil,2019-10-13,
fungi_final000025.jpg,Deciduous woodland,55.759626,12.374073,soil,2017-07-06,
fungi_final000026.jpg,dune,56.02324,11.99158,soil,2011-10-22,
fungi_final000027.jpg,Unmanaged deciduous woodland,55.554242,9.83219,dead wood (including bark),2020-09-16,
fungi_final000028.jpg,Willow scrubland,55.59314000000001,12.559141,soil,2018-10-13,
