filename_index,Habitat,Latitude,Longitude,Substrate,eventDate,taxonID_index
fungi_train000000.jpg,,,,,,66
fungi_train000001.jpg,,,,,,174
fungi_train000002.jpg,,,,,,50
fungi_train000003.jpg,,,,,,72
fungi_train000004.jpg,,,,,,30
fungi_train000005.jpg,,,,soil,,66
fungi_train000006.jpg,,,,,,70
fungi_train000007.jpg,,,,,,113
fungi_train000008.jpg,,,,,,37
fungi_train000009.jpg,,,,,,180
fungi_train000010.jpg,,,,,,60
fungi_train000011.jpg,,,,,,138
fungi_train000012.jpg,,,,,,37
fungi_train000013.jpg,,,,,,154
fungi_train000014.jpg,,,,,,115
fungi_train000015.jpg,,,,,,66
fungi_train000016.jpg,,,,,,4
fungi_train000017.jpg,,,,,,16
fungi_train000018.jpg,,,,,,92
fungi_train000019.jpg,,,,,,124
fungi_train000020.jpg,,,,,,54
fungi_train000021.jpg,,,,,,3
fungi_train000022.jpg,,,,,,6
fungi_train000023.jpg,,,,,,0
fungi_train000024.jpg,,,,,,64
fungi_train000025.jpg,,,,,,16
fungi_train000026.jpg,,,,,,49
fungi_train000027.jpg,,,,,,68
fungi_train000028.jpg,,,,,,60
fungi_train000029.jpg,,,,,2020-08-02,2
fungi_train000030.jpg,,,,,,67
fungi_train000031.jpg,,,,,,66
fungi_train000032.jpg,,,,,,67
fungi_train000033.jpg,,,,,,50
fungi_train000034.jpg,,,,,,67
fungi_train000035.jpg,,,,,,39
fungi_train000036.jpg,,,,,,15
fungi_train000037.jpg,,,,,,172
fungi_train000038.jpg,,,,,,135
fungi_train000039.jpg,,,,,,37
fungi_train000040.jpg,,,,,,39
fungi_train000041.jpg,,,,,,132
fungi_train000042.jpg,,,,,,58
fungi_train000043.jpg,,,,,,139
fungi_train000044.jpg,,,,,,4
fungi_train000045.jpg,,,,,,16
fungi_train000046.jpg,,,,,,56
fungi_train000047.jpg,,,,,,55
fungi_train000048.jpg,,,9.619818,,,39
fungi_train000049.jpg,,,,,,16
fungi_train000050.jpg,,,,,,72
fungi_train000051.jpg,,,,,,0
fungi_train000052.jpg,,,,,2019-06-15,168
fungi_train000053.jpg,,,,,,138
fungi_train000054.jpg,,,,,,5
fungi_train000055.jpg,,,,,,2
fungi_train000056.jpg,,,,,,53
fungi_train000057.jpg,,,,,,50
fungi_train000058.jpg,,,12.358,,,2
fungi_train000059.jpg,,,,,,135
fungi_train000060.jpg,,,,,,18
fungi_train000061.jpg,,,,,,156
fungi_train000062.jpg,,,,,,41
fungi_train000063.jpg,,,,,,80
fungi_train000064.jpg,,,,,,65
fungi_train000065.jpg,,,,,,0
fungi_train000066.jpg,,,,,,139
fungi_train000067.jpg,,,,,,156
fungi_train000068.jpg,,,12.293118,,,0
fungi_train000069.jpg,,,,,,88
fungi_train000070.jpg,,,,,,100
fungi_train000071.jpg,,,,,,10
fungi_train000072.jpg,coniferous woodland/plantation,,,,,24
fungi_train000073.jpg,,,,,,126
fungi_train000074.jpg,,,,,,136
fungi_train000075.jpg,,,,,,107
fungi_train000076.jpg,,,,,2020-10-13,16
fungi_train000077.jpg,,,,,,66
fungi_train000078.jpg,coniferous woodland/plantation,,,,,82
fungi_train000079.jpg,,,,,,142
fungi_train000080.jpg,,,,,,11
fungi_train000081.jpg,,,,,,116
fungi_train000082.jpg,,,,,,77
fungi_train000083.jpg,,,,,,99
fungi_train000084.jpg,,,,,,19
fungi_train000085.jpg,,,,,,161
fungi_train000086.jpg,,,,,,50
fungi_train000087.jpg,,,,,,1
fungi_train000088.jpg,,,,,,24
fungi_train000089.jpg,,,,,,62
fungi_train000090.jpg,,,,,,134
fungi_train000091.jpg,,,,,,71
fungi_train000092.jpg,,,,,,64
fungi_train000093.jpg,,,,,,13
fungi_train000094.jpg,,,,,,42
fungi_train000095.jpg,,,,,,0
fungi_train000096.jpg,,,,,,14
fungi_train000097.jpg,,,,,,26
fungi_train000098.jpg,,,,,,124
fungi_train000099.jpg,,,,,,56
fungi_train000100.jpg,,,,,,171
fungi_train000101.jpg,,,,,,34
fungi_train000102.jpg,,,,,,12
fungi_train000103.jpg,,,,,,75
fungi_train000104.jpg,,,,,,43
fungi_train000105.jpg,,,,,,12
fungi_train000106.jpg,,,,,,5
fungi_train000107.jpg,,,,,,1
fungi_train000108.jpg,,,,,,66
fungi_train000109.jpg,,,,,,39
fungi_train000110.jpg,,,,,,56
fungi_train000111.jpg,,,,,,93
fungi_train000112.jpg,,,,,,25
fungi_train000113.jpg,,,,,,156
fungi_train000114.jpg,,,,,,17
fungi_train000115.jpg,,,,,,66
fungi_train000116.jpg,,,,,,138
fungi_train000117.jpg,,,,,,155
fungi_train000118.jpg,,,,,,67
fungi_train000119.jpg,,,,,,156
fungi_train000120.jpg,,,,,,98
fungi_train000121.jpg,,,,,,61
fungi_train000122.jpg,,,,,,9
fungi_train000123.jpg,,,,,,37
fungi_train000124.jpg,,,,,,24
fungi_train000125.jpg,,,,,,3
fungi_train000126.jpg,,,,,,65
fungi_train000127.jpg,,,,,,34
fungi_train000128.jpg,,,,,,80
fungi_train000129.jpg,,,,,,16
fungi_train000130.jpg,,,,,,22
fungi_train000131.jpg,,,,,,9
fungi_train000132.jpg,,,,,,75
fungi_train000133.jpg,,,,,,101
fungi_train000134.jpg,,,10.77896,,,129
fungi_train000135.jpg,,,,,,0
fungi_train000136.jpg,,,,,,3
fungi_train000137.jpg,,,,,,62
fungi_train000138.jpg,,,,,,122
fungi_train000139.jpg,Unmanaged coniferous woodland,,,,,82
fungi_train000140.jpg,,,,,,2
fungi_train000141.jpg,,,,,,43
fungi_train000142.jpg,,,,,,64
fungi_train000143.jpg,,,,,,152
fungi_train000144.jpg,,,,,,154
fungi_train000145.jpg,,,,,,39
fungi_train000146.jpg,,,,,,41
fungi_train000147.jpg,,,,,,74
fungi_train000148.jpg,,,,,,3
fungi_train000149.jpg,,,,,,24
fungi_train000150.jpg,,,,,,5
fungi_train000151.jpg,,,,,,105
fungi_train000152.jpg,,,,,,107
fungi_train000153.jpg,,,,,,6
fungi_train000154.jpg,,,,,,21
fungi_train000155.jpg,,,,,,73
fungi_train000156.jpg,,,,,,93
fungi_train000157.jpg,,,,,,106
fungi_train000158.jpg,,,,,,113
fungi_train000159.jpg,,,,,,134
fungi_train000160.jpg,,,,,,35
fungi_train000161.jpg,,,,,,173
fungi_train000162.jpg,,,,soil,,64
fungi_train000163.jpg,,,,,,58
fungi_train000164.jpg,,,,,,131
fungi_train000165.jpg,,,,,,47
fungi_train000166.jpg,,,,,,0
fungi_train000167.jpg,,,,,,168
fungi_train000168.jpg,,,,,,15
fungi_train000169.jpg,,,,,,143
fungi_train000170.jpg,,,,,,37
fungi_train000171.jpg,Mixed woodland (with coniferous and deciduous trees),,,,,40
fungi_train000172.jpg,,,,,,144
fungi_train000173.jpg,,,,,,36
fungi_train000174.jpg,,,,,,50
fungi_train000175.jpg,,,,,,182
fungi_train000176.jpg,,,,,,6
fungi_train000177.jpg,,,,,,28
fungi_train000178.jpg,,,,,,25
fungi_train000179.jpg,,,,,,7
fungi_train000180.jpg,,,9.4141,,,63
fungi_train000181.jpg,,,,,,46
fungi_train000182.jpg,,,,,,75
fungi_train000183.jpg,,,,,,10
fungi_train000184.jpg,,,,,,15
fungi_train000185.jpg,,,,,,108
fungi_train000186.jpg,,,,,,34
fungi_train000187.jpg,,,,,,64
fungi_train000188.jpg,,,,,,52
fungi_train000189.jpg,,,,,,88
fungi_train000190.jpg,,,,,,16
fungi_train000191.jpg,,,,,,150
fungi_train000192.jpg,,,,,,57
fungi_train000193.jpg,,,,,,67
fungi_train000194.jpg,,,,,,3
fungi_train000195.jpg,,,,,,135
fungi_train000196.jpg,,,,,,140
fungi_train000197.jpg,,,,,,14
fungi_train000198.jpg,Deciduous woodland,,,,,87
fungi_train000199.jpg,,,,,,16
fungi_train000200.jpg,,,,soil,,112
fungi_train000201.jpg,,,,,,136
fungi_train000202.jpg,,,,,,93
fungi_train000203.jpg,,,,,,21
fungi_train000204.jpg,,,,,,124
fungi_train000205.jpg,,,,,,33
fungi_train000206.jpg,,,,,,9
fungi_train000207.jpg,,,,,,58
fungi_train000208.jpg,,,,,,69
fungi_train000209.jpg,,,,,,152
fungi_train000210.jpg,,,,,,180
fungi_train000211.jpg,,,,dead wood (including bark),,92
fungi_train000212.jpg,,,,,,44
